ts	awake	submitted	loop	actions
2026-07-09T20:16:50Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:17:06Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:17:21Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:17:37Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:17:53Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:18:08Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:18:24Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:18:40Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:18:56Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:19:11Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:19:27Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:19:43Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:19:58Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:20:14Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:20:30Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:20:45Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:21:01Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:21:17Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:21:33Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:21:48Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:22:04Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:22:20Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:22:36Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:22:51Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:23:07Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:23:23Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:23:38Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:23:54Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:24:10Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:24:26Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:24:41Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:24:57Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:25:13Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:25:28Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:25:44Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:26:00Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:26:16Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:26:31Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:26:47Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:27:03Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:27:19Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:27:34Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:27:50Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:28:06Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:28:21Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:28:37Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:28:53Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:29:08Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:29:24Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:29:40Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:29:56Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:30:11Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:30:27Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:30:43Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:30:58Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:31:14Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:31:30Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:31:45Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:32:01Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:32:17Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:32:33Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:32:48Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:33:04Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:33:20Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:33:35Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:33:51Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:34:07Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:34:23Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:34:38Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:34:54Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:35:10Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:35:25Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:35:41Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:35:57Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:36:12Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:36:28Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:36:44Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:36:59Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:37:15Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:37:31Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:37:46Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:38:02Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:38:18Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:38:33Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:38:49Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:39:05Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:39:21Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:39:36Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:39:52Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:40:08Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:40:23Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:40:39Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:40:55Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:41:11Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:41:26Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:41:42Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:41:58Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:42:13Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:42:29Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:42:45Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:43:00Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:43:16Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:43:32Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:43:47Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:44:03Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:44:19Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:44:34Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:44:50Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:45:06Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:45:22Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:45:37Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:45:53Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:46:09Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:46:24Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:46:40Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:46:56Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:47:11Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:47:27Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:47:43Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:47:59Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:48:14Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:48:30Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:48:46Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:49:01Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:49:17Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:49:33Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:49:49Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:50:04Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:50:20Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:50:36Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:50:51Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:51:07Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:51:23Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:51:39Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:51:54Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:52:10Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:52:26Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:52:41Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:52:57Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:53:13Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:53:28Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:53:44Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:54:00Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:54:15Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:54:31Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:54:47Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:55:03Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:55:18Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:55:34Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:55:50Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:56:05Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:56:21Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:56:37Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:56:52Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:57:08Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:57:24Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:57:40Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:57:55Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:58:11Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:58:27Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:58:42Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:58:58Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:59:14Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:59:29Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:59:45Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:00:01Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:00:16Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:00:32Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:00:48Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:01:04Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:01:19Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:01:35Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:01:51Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:02:06Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:02:22Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:02:38Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:02:54Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:03:09Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:03:25Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:03:41Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:03:56Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:04:12Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:04:28Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:04:43Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:04:59Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:05:15Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:05:30Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:05:46Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:06:02Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:06:18Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:06:33Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:06:49Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:07:05Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:07:20Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:07:36Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:07:52Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:08:07Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:08:23Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:08:39Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:08:54Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:09:10Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:09:26Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:09:42Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:09:57Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:10:13Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:10:29Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:10:44Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:11:00Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:11:16Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:11:32Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:11:47Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:12:03Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:12:19Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:12:35Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:12:50Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:13:06Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:13:22Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:13:37Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:13:53Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:14:09Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:14:25Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:14:40Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:14:56Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:15:12Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:15:27Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:15:43Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:15:59Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T21:16:15Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
